1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.844301 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 074904F0117BFFFF0E0D1BF092E8, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.847646 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.851023 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 074404E0967BFFFF090B1B6094DA, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.851842 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.855197 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.858801 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.860204 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.863717 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 074804C1137BFFFF06051BA088DD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.864644 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.865384 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.869358 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J18 do not match. VPD ecid 04CE80A6832FFFFF06061B10D2D4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.873400 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 074F04C0DF7BFFFF050E1BB0DEDE, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.877042 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 07460D44612FFFFF03081AE084D3, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.886317 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J18 do not match. VPD ecid 04C180A7612FFFFF0B0D1BB05CE3, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.889922 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04C080A7622FFFFF060C1BB050E1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.893921 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 07510D44552FFFFF06051AF08CD2, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.898438 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04C380A68E2FFFFF08061AF088D1, found 0000000000000000000000000000
1123031158 2005.08.02 R00-M0-N8 2005-08-02-18.05.58.451377 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 076204C7D07BFFFF05081AE088D0, found 074304E0C57BFFFF0B031B410ED8
1123031158 2005.08.02 R00-M0-N8 2005-08-02-18.05.58.457016 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 04D379D65A7BFFFF090F0BC046E2, found 074304E0C57BFFFF07041B30CAD6
1123031166 2005.08.02 R00-M1-N3 2005-08-02-18.06.06.275391 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 04D780A74A2FFFFF0D031B60DEDD, found 075904F0027BFFFF0B061C2044EB
1123031166 2005.08.02 R00-M1-N3 2005-08-02-18.06.06.280969 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 04D780A74A2FFFFF0B071B5092DA, found 074F04E7E17BFFFF08061BE044E7
1123037584 2005.08.02 R00-M0-N6 2005-08-02-19.53.04.691852 R00-M0-N6 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N1 2005-08-02-19.53.04.770922 R00-M0-N1 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N8 2005-08-02-19.53.04.774595 R00-M0-N8 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N6 2005-08-02-19.53.04.813784 R00-M0-N6 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037584 2005.08.02 R00-M0-N1 2005-08-02-19.53.04.817497 R00-M0-N1 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037584 2005.08.02 R00-M0-N4 2005-08-02-19.53.04.838624 R00-M0-N4 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N5 2005-08-02-19.53.04.842367 R00-M0-N5 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N7 2005-08-02-19.53.04.846077 R00-M0-N7 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-ND 2005-08-02-19.53.04.849864 R00-M0-ND NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N3 2005-08-02-19.53.04.853982 R00-M0-N3 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N8 2005-08-02-19.53.04.861865 R00-M0-N8 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037584 2005.08.02 R00-M0-NF 2005-08-02-19.53.04.865703 R00-M0-NF NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N9 2005-08-02-19.53.04.869674 R00-M0-N9 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N2 2005-08-02-19.53.04.873396 R00-M0-N2 NULL DISCOVERY WARNING Node card is not fully functional
1123037584 2005.08.02 R00-M0-N0 2005-08-02-19.53.04.877375 R00-M0-N0 NULL DISCOVERY WARNING Node card is not fully functional
1123037585 2005.08.02 R00-M0-N6 2005-08-02-19.53.05.026536 R00-M0-N6 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NA 2005-08-02-19.53.05.056884 R00-M0-NA NULL DISCOVERY WARNING Node card is not fully functional
1123037585 2005.08.02 R00-M0-N1 2005-08-02-19.53.05.067921 R00-M0-N1 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NE 2005-08-02-19.53.05.072383 R00-M0-NE NULL DISCOVERY WARNING Node card is not fully functional
1123037585 2005.08.02 R00-M0-N5 2005-08-02-19.53.05.076421 R00-M0-N5 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-ND 2005-08-02-19.53.05.080965 R00-M0-ND NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-NC 2005-08-02-19.53.05.085036 R00-M0-NC NULL DISCOVERY WARNING Node card is not fully functional
1123037585 2005.08.02 R00-M0-N7 2005-08-02-19.53.05.089128 R00-M0-N7 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N8 2005-08-02-19.53.05.121547 R00-M0-N8 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N4 2005-08-02-19.53.05.125855 R00-M0-N4 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N5 2005-08-02-19.53.05.129549 R00-M0-N5 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N7 2005-08-02-19.53.05.170278 R00-M0-N7 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N4 2005-08-02-19.53.05.178633 R00-M0-N4 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-ND 2005-08-02-19.53.05.184346 R00-M0-ND NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N2 2005-08-02-19.53.05.188125 R00-M0-N2 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-NE 2005-08-02-19.53.05.191866 R00-M0-NE NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N0 2005-08-02-19.53.05.195611 R00-M0-N0 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-NF 2005-08-02-19.53.05.199349 R00-M0-NF NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-NC 2005-08-02-19.53.05.203063 R00-M0-NC NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N9 2005-08-02-19.53.05.206797 R00-M0-N9 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-NA 2005-08-02-19.53.05.236121 R00-M0-NA NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N3 2005-08-02-19.53.05.240132 R00-M0-N3 NULL DISCOVERY SEVERE Can not get assembly information for node card
1123037585 2005.08.02 R00-M0-N2 2005-08-02-19.53.05.244246 R00-M0-N2 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NA 2005-08-02-19.53.05.248580 R00-M0-NA NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N0 2005-08-02-19.53.05.254215 R00-M0-N0 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NF 2005-08-02-19.53.05.257960 R00-M0-NF NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NC 2005-08-02-19.53.05.261710 R00-M0-NC NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N9 2005-08-02-19.53.05.265831 R00-M0-N9 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-NE 2005-08-02-19.53.05.308744 R00-M0-NE NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037585 2005.08.02 R00-M0-N3 2005-08-02-19.53.05.312487 R00-M0-N3 NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.384892 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.398866 R00-M0-NB NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.402721 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.412187 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 074F04C0DF7BFFFF0B0E1BA08EDD, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.418390 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 074804C1137BFFFF0D071BA088DF, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.425248 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.504539 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.512331 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 074804C1417BFFFF070D1BF046E5, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.518127 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 074804C1137BFFFF03091B808EDC, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.524053 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.542182 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.550046 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 075C04C0D27BFFFF0A0E1BA088DF, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.555952 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 074804C1137BFFFF0F091B40D0D7, found 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.561755 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123037593 2005.08.02 R00-M0-NB 2005-08-02-19.53.13.578190 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
