1131209516 2005.11.05 R60-M1-N0-C:J13-U11 2005-11-05-08.51.56.046741 R60-M1-N0-C:J13-U11 RAS KERNEL INFO CE sym 23, at 0x12312820, mask 0x80
1131375774 2005.11.07 R06-M0-NB-C:J07-U01 2005-11-07-07.02.54.122021 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
1131375774 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.02.54.223496 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40
1131375774 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.02.54.546957 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375774 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.02.54.761661 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
1131375774 2005.11.07 R06-M0-N6-C:J10-U11 2005-11-07-07.02.54.989613 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
1131375775 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.02.55.444576 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375775 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.02.55.563469 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375776 2005.11.07 R66-M0-NF-C:J11-U11 2005-11-07-07.02.56.862687 R66-M0-NF-C:J11-U11 RAS KERNEL INFO total of 4 ddr error(s) detected and corrected
1131375777 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.02.57.340606 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375777 2005.11.07 R06-M0-NB-C:J07-U01 2005-11-07-07.02.57.681741 R06-M0-NB-C:J07-U01 RAS KERNEL INFO CE sym 11, at 0x11dafca0, mask 0x80
1131375777 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.02.57.783540 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40
1131375778 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.02.58.124448 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375778 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.02.58.345500 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
1131375778 2005.11.07 R06-M0-N6-C:J10-U11 2005-11-07-07.02.58.549227 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
1131375778 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.02.58.961667 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375779 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.02.59.057744 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375780 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.00.320333 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375780 2005.11.07 R06-M0-NB-C:J07-U01 2005-11-07-07.03.00.613348 R06-M0-NB-C:J07-U01 RAS KERNEL INFO total of 5 ddr error(s) detected and corrected
1131375780 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.03.00.709110 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40
1131375780 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.03.00.888567 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375781 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.03.01.086056 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
1131375781 2005.11.07 R06-M0-N6-C:J10-U11 2005-11-07-07.03.01.320314 R06-M0-N6-C:J10-U11 RAS KERNEL INFO total of 5 ddr error(s) detected and corrected
1131375781 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.01.828214 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375781 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.01.947629 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375783 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.03.108444 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375783 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.03.03.438658 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40
1131375783 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.03.03.642165 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375783 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.03.03.850788 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x06ba5080, mask 0x02
1131375784 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.04.425765 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375784 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.04.533619 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375785 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.05.592271 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375785 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.03.05.927743 R45-M1-NA-C:J10-U01 RAS KERNEL INFO CE sym 9, at 0x12870760, mask 0x40
1131375786 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.03.06.130880 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375786 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.03.06.334042 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
1131375786 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.06.770745 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375786 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.06.872781 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375787 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.07.889820 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375788 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.03.08.248742 R45-M1-NA-C:J10-U01 RAS KERNEL INFO total of 8 ddr error(s) detected and corrected
1131375788 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.03.08.487951 R60-M0-N1-C:J14-U01 RAS KERNEL INFO CE sym 28, at 0x16789880, mask 0x04
1131375788 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.03.08.685864 R12-M1-NA-C:J16-U11 RAS KERNEL INFO CE sym 26, at 0x161850e0, mask 0x01
1131375789 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.09.050447 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375789 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.09.146567 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375790 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.10.079487 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375790 2005.11.07 R60-M0-N1-C:J14-U01 2005-11-07-07.03.10.450678 R60-M0-N1-C:J14-U01 RAS KERNEL INFO total of 9 ddr error(s) detected and corrected
1131375790 2005.11.07 R12-M1-NA-C:J16-U11 2005-11-07-07.03.10.667494 R12-M1-NA-C:J16-U11 RAS KERNEL INFO total of 8 ddr error(s) detected and corrected
1131375790 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.10.870564 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375790 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.10.966477 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375791 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.11.971432 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375792 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.12.527406 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375792 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.12.629073 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375793 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.13.598108 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375794 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.14.164835 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375794 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.14.418376 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375795 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.15.327453 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375795 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.15.836191 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375795 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.15.943792 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375796 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.16.860421 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375797 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.17.385584 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375797 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.17.475176 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375798 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.18.295383 R21-M0-N7-C:J05-U11 RAS KERNEL INFO CE sym 12, at 0x04e03f00, mask 0x01
1131375798 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.18.743701 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375798 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.18.833417 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375799 2005.11.07 R21-M0-N7-C:J05-U11 2005-11-07-07.03.19.671122 R21-M0-N7-C:J05-U11 RAS KERNEL INFO total of 15 ddr error(s) detected and corrected
1131375800 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.20.168195 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375800 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.20.329268 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375801 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.21.615871 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375801 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.21.730152 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375803 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.23.004331 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375803 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.23.106186 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375804 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.24.446393 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375804 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.24.553838 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375805 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.25.857394 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375805 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.25.966001 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375807 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.27.305980 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375807 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.27.395348 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375808 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.28.508759 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375808 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.28.604563 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375809 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.29.801102 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375809 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.29.908736 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375811 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.31.123449 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375811 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.31.237111 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375812 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.32.665140 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375812 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.32.780456 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375814 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.34.058371 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375814 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.34.172759 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375815 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.35.477600 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375815 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.35.585234 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375816 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.36.817770 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375816 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.36.931069 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375818 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.38.163414 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375818 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.38.325761 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375819 2005.11.07 R75-M0-N8-C:J10-U01 2005-11-07-07.03.39.564666 R75-M0-N8-C:J10-U01 RAS KERNEL INFO CE sym 21, at 0x04d64dc0, mask 0x80
1131375819 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.39.666189 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375820 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.40.880517 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375822 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.42.186078 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375823 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.43.479242 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375824 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.44.884613 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375826 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.46.039565 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375827 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.47.128989 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375828 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.48.157253 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375829 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.49.271139 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375830 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.50.371760 R06-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 31, at 0x13698120, mask 0x04
1131375831 2005.11.07 R06-M0-N4-C:J10-U01 2005-11-07-07.03.51.449413 R06-M0-N4-C:J10-U01 RAS KERNEL INFO total of 9 ddr error(s) detected and corrected
1131377007 2005.11.07 R45-M0-N2-C:J17-U01 2005-11-07-07.23.27.285227 R45-M0-N2-C:J17-U01 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x03): warning for torus x- wire
1131377007 2005.11.07 R45-M0-N2-C:J17-U01 2005-11-07-07.23.27.565598 R45-M0-N2-C:J17-U01 RAS KERNEL INFO suppressing further interrupts of same type
1131377498 2005.11.07 R51-M1-N7-C:J17-U11 2005-11-07-07.31.38.901477 R51-M1-N7-C:J17-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 4, bit 6
1131377499 2005.11.07 R36-M1-N6-C:J17-U01 2005-11-07-07.31.39.002196 R36-M1-N6-C:J17-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377499 2005.11.07 R57-M1-N5-C:J15-U11 2005-11-07-07.31.39.126177 R57-M1-N5-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377499 2005.11.07 R72-M1-ND-C:J11-U11 2005-11-07-07.31.39.353446 R72-M1-ND-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377500 2005.11.07 R51-M1-ND-C:J14-U01 2005-11-07-07.31.40.664816 R51-M1-ND-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377500 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.31.40.765460 R45-M1-NA-C:J10-U01 RAS KERNEL INFO 16 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 1
1131377500 2005.11.07 R45-M1-NA-C:J10-U01 2005-11-07-07.31.40.859503 R45-M1-NA-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377500 2005.11.07 R36-M0-N2-C:J10-U01 2005-11-07-07.31.40.969066 R36-M0-N2-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377501 2005.11.07 R57-M1-NE-C:J10-U11 2005-11-07-07.31.41.186594 R57-M1-NE-C:J10-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377501 2005.11.07 R27-M1-N2-C:J14-U11 2005-11-07-07.31.41.286966 R27-M1-N2-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377501 2005.11.07 R60-M0-N9-C:J10-U11 2005-11-07-07.31.41.614528 R60-M0-N9-C:J10-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377501 2005.11.07 R12-M1-N5-C:J14-U11 2005-11-07-07.31.41.724162 R12-M1-N5-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377501 2005.11.07 R54-M1-N4-C:J02-U11 2005-11-07-07.31.41.939126 R54-M1-N4-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377502 2005.11.07 R45-M0-N4-C:J08-U01 2005-11-07-07.31.42.053233 R45-M0-N4-C:J08-U01 RAS KERNEL INFO 3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
1131377502 2005.11.07 R45-M0-N4-C:J08-U01 2005-11-07-07.31.42.157083 R45-M0-N4-C:J08-U01 RAS KERNEL INFO 3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
1131377502 2005.11.07 R36-M1-N9-C:J06-U11 2005-11-07-07.31.42.400690 R36-M1-N9-C:J06-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377503 2005.11.07 R12-M0-N4-C:J04-U01 2005-11-07-07.31.43.171401 R12-M0-N4-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377503 2005.11.07 R06-M0-N3-C:J04-U11 2005-11-07-07.31.43.278241 R06-M0-N3-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377504 2005.11.07 R51-M1-N7-C:J17-U11 2005-11-07-07.31.44.401781 R51-M1-N7-C:J17-U11 RAS KERNEL INFO CE sym 4, at 0x13fb8580, mask 0x02
1131377504 2005.11.07 R54-M0-NA-C:J15-U01 2005-11-07-07.31.44.787569 R54-M0-NA-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377504 2005.11.07 R66-M1-N1-C:J15-U01 2005-11-07-07.31.44.878188 R66-M1-N1-C:J15-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 6
1131377505 2005.11.07 R24-M0-ND-C:J15-U11 2005-11-07-07.31.45.003515 R24-M0-ND-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377505 2005.11.07 R45-M1-N1-C:J15-U01 2005-11-07-07.31.45.619206 R45-M1-N1-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377505 2005.11.07 R30-M0-N9-C:J15-U11 2005-11-07-07.31.45.715565 R30-M0-N9-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377505 2005.11.07 R51-M0-N1-C:J11-U11 2005-11-07-07.31.45.912791 R51-M0-N1-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377506 2005.11.07 R63-M0-ND-C:J17-U01 2005-11-07-07.31.46.104801 R63-M0-ND-C:J17-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377506 2005.11.07 R72-M0-N6-C:J15-U01 2005-11-07-07.31.46.409367 R72-M0-N6-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377506 2005.11.07 R75-M0-N2-C:J11-U01 2005-11-07-07.31.46.684497 R75-M0-N2-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377507 2005.11.07 R12-M1-N3-C:J11-U11 2005-11-07-07.31.47.091224 R12-M1-N3-C:J11-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 7, bit 5
1131377507 2005.11.07 R00-M1-NA-C:J11-U11 2005-11-07-07.31.47.397025 R00-M1-NA-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131377507 2005.11.07 R00-M1-NE-C:J15-U01 2005-11-07-07.31.47.605562 R00-M1-NE-C:J15-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6
